image,method,domain,class,hit
2008_004440.jpg,Grad-CAM++,Object Detection,person,1
2008_004442.jpg,Grad-CAM++,Object Detection,tv,0
2008_004444.jpg,Grad-CAM++,Object Detection,car,0
2008_004446.jpg,Grad-CAM++,Object Detection,person,0
2008_004447.jpg,Grad-CAM++,Object Detection,bird,0
2008_004448.jpg,Grad-CAM++,Object Detection,keyboard,0
2008_004449.jpg,Grad-CAM++,Object Detection,sheep,1
2008_004451.jpg,Grad-CAM++,Object Detection,cat,0
2008_004454.jpg,Grad-CAM++,Object Detection,bench,1
2008_004456.jpg,Grad-CAM++,Object Detection,person,1
2008_004461.jpg,Grad-CAM++,Object Detection,person,0
2008_004465.jpg,Grad-CAM++,Object Detection,person,0
2008_004466.jpg,Grad-CAM++,Object Detection,dog,1
2008_004467.jpg,Grad-CAM++,Object Detection,person,0
2008_004468.jpg,Grad-CAM++,Object Detection,boat,0
2008_004473.jpg,Grad-CAM++,Object Detection,horse,1
2008_004474.jpg,Grad-CAM++,Object Detection,person,0
2008_004475.jpg,Grad-CAM++,Object Detection,person,0
2008_004481.jpg,Grad-CAM++,Object Detection,tv,0
2008_004483.jpg,Grad-CAM++,Object Detection,dog,1
2008_004484.jpg,Grad-CAM++,Object Detection,cat,1
2008_004485.jpg,Grad-CAM++,Object Detection,person,0
2008_004486.jpg,Grad-CAM++,Object Detection,couch,1
2008_004489.jpg,Grad-CAM++,Object Detection,bird,1
2008_004491.jpg,Grad-CAM++,Object Detection,person,0
2008_004494.jpg,Grad-CAM++,Object Detection,car,1
2008_004495.jpg,Grad-CAM++,Object Detection,person,1
2008_004496.jpg,Grad-CAM++,Object Detection,person,0
2008_004500.jpg,Grad-CAM++,Object Detection,person,0
2008_004503.jpg,Grad-CAM++,Object Detection,chair,1
2008_004507.jpg,Grad-CAM++,Object Detection,person,1
2008_004508.jpg,Grad-CAM++,Object Detection,person,0
2008_004509.jpg,Grad-CAM++,Object Detection,dog,1
2008_004511.jpg,Grad-CAM++,Object Detection,person,0
2008_004514.jpg,Grad-CAM++,Object Detection,person,1
2008_004516.jpg,Grad-CAM++,Object Detection,tv,0
2008_004517.jpg,Grad-CAM++,Object Detection,person,0
2008_004521.jpg,Grad-CAM++,Object Detection,person,1
2008_004523.jpg,Grad-CAM++,Object Detection,person,1
2008_004524.jpg,Grad-CAM++,Object Detection,person,1
2008_004527.jpg,Grad-CAM++,Object Detection,dog,0
2008_004529.jpg,Grad-CAM++,Object Detection,dog,1
2008_004530.jpg,Grad-CAM++,Object Detection,person,0
2008_004531.jpg,Grad-CAM++,Object Detection,potted plant,0
2008_004535.jpg,Grad-CAM++,Object Detection,bird,1
2008_004536.jpg,Grad-CAM++,Object Detection,spoon,0
2008_004537.jpg,Grad-CAM++,Object Detection,person,0
2008_004542.jpg,Grad-CAM++,Object Detection,person,1
2008_004543.jpg,Grad-CAM++,Object Detection,person,0
2008_004555.jpg,Grad-CAM++,Object Detection,motorcycle,1
2008_004556.jpg,Grad-CAM++,Object Detection,horse,1
2008_004557.jpg,Grad-CAM++,Object Detection,clock,0
2008_004558.jpg,Grad-CAM++,Object Detection,person,1
2008_004560.jpg,Grad-CAM++,Object Detection,car,0
2008_004561.jpg,Grad-CAM++,Object Detection,motorcycle,1
2008_004565.jpg,Grad-CAM++,Object Detection,chair,0
2008_004569.jpg,Grad-CAM++,Object Detection,person,0
2008_004572.jpg,Grad-CAM++,Object Detection,cat,1
2008_004573.jpg,Grad-CAM++,Object Detection,horse,1
2008_004576.jpg,Grad-CAM++,Object Detection,person,0
2008_004577.jpg,Grad-CAM++,Object Detection,person,0
2008_004578.jpg,Grad-CAM++,Object Detection,bird,0
2008_004580.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004582.jpg,Grad-CAM++,Object Detection,potted plant,1
2008_004586.jpg,Grad-CAM++,Object Detection,boat,0
2008_004587.jpg,Grad-CAM++,Object Detection,cat,0
2008_004591.jpg,Grad-CAM++,Object Detection,person,0
2008_004594.jpg,Grad-CAM++,Object Detection,train,1
2008_004595.jpg,Grad-CAM++,Object Detection,dog,1
2008_004596.jpg,Grad-CAM++,Object Detection,person,0
2008_004597.jpg,Grad-CAM++,Object Detection,bowl,0
2008_004598.jpg,Grad-CAM++,Object Detection,person,0
2008_004600.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004601.jpg,Grad-CAM++,Object Detection,person,0
2008_004604.jpg,Grad-CAM++,Object Detection,person,1
2008_004608.jpg,Grad-CAM++,Object Detection,bird,0
2008_004609.jpg,Grad-CAM++,Object Detection,horse,1
2008_004618.jpg,Grad-CAM++,Object Detection,couch,0
2008_004622.jpg,Grad-CAM++,Object Detection,person,0
2008_004623.jpg,Grad-CAM++,Object Detection,chair,0
2008_004625.jpg,Grad-CAM++,Object Detection,chair,1
2008_004626.jpg,Grad-CAM++,Object Detection,person,0
2008_004627.jpg,Grad-CAM++,Object Detection,bird,1
2008_004628.jpg,Grad-CAM++,Object Detection,horse,1
2008_004637.jpg,Grad-CAM++,Object Detection,horse,1
2008_004638.jpg,Grad-CAM++,Object Detection,bicycle,1
2008_004639.jpg,Grad-CAM++,Object Detection,dog,0
2008_004641.jpg,Grad-CAM++,Object Detection,person,0
2008_004642.jpg,Grad-CAM++,Object Detection,boat,1
2008_004643.jpg,Grad-CAM++,Object Detection,person,0
2008_004644.jpg,Grad-CAM++,Object Detection,person,1
2008_004645.jpg,Grad-CAM++,Object Detection,bird,1
2008_004650.jpg,Grad-CAM++,Object Detection,car,1
2008_004651.jpg,Grad-CAM++,Object Detection,horse,1
2008_004652.jpg,Grad-CAM++,Object Detection,car,1
2008_004655.jpg,Grad-CAM++,Object Detection,dog,0
2008_004657.jpg,Grad-CAM++,Object Detection,person,1
2008_004658.jpg,Grad-CAM++,Object Detection,cat,1
2008_004660.jpg,Grad-CAM++,Object Detection,person,0
2008_004664.jpg,Grad-CAM++,Object Detection,person,0
2008_004669.jpg,Grad-CAM++,Object Detection,cow,1
2008_004673.jpg,Grad-CAM++,Object Detection,person,1
2008_004674.jpg,Grad-CAM++,Object Detection,couch,1
2008_004675.jpg,Grad-CAM++,Object Detection,bird,1
2008_004676.jpg,Grad-CAM++,Object Detection,car,0
2008_004680.jpg,Grad-CAM++,Object Detection,person,0
2008_004681.jpg,Grad-CAM++,Object Detection,car,0
2008_004682.jpg,Grad-CAM++,Object Detection,cat,1
2008_004683.jpg,Grad-CAM++,Object Detection,person,1
2008_004685.jpg,Grad-CAM++,Object Detection,dog,1
2008_004686.jpg,Grad-CAM++,Object Detection,airplane,0
2008_004691.jpg,Grad-CAM++,Object Detection,boat,1
2008_004693.jpg,Grad-CAM++,Object Detection,tv,0
2008_004694.jpg,Grad-CAM++,Object Detection,dog,1
2008_004698.jpg,Grad-CAM++,Object Detection,book,0
2008_004699.jpg,Grad-CAM++,Object Detection,train,1
2008_004700.jpg,Grad-CAM++,Object Detection,person,1
2008_004708.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004709.jpg,Grad-CAM++,Object Detection,person,0
2008_004710.jpg,Grad-CAM++,Object Detection,person,0
2008_004712.jpg,Grad-CAM++,Object Detection,bottle,1
2008_004714.jpg,Grad-CAM++,Object Detection,dog,0
2008_004715.jpg,Grad-CAM++,Object Detection,train,1
2008_004717.jpg,Grad-CAM++,Object Detection,mouse,0
2008_004721.jpg,Grad-CAM++,Object Detection,bird,0
2008_004723.jpg,Grad-CAM++,Object Detection,cat,1
2008_004724.jpg,Grad-CAM++,Object Detection,dog,1
2008_004727.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004728.jpg,Grad-CAM++,Object Detection,person,0
2008_004731.jpg,Grad-CAM++,Object Detection,bottle,0
2008_004733.jpg,Grad-CAM++,Object Detection,dog,0
2008_004734.jpg,Grad-CAM++,Object Detection,cat,1
2008_004735.jpg,Grad-CAM++,Object Detection,cat,1
2008_004737.jpg,Grad-CAM++,Object Detection,bird,1
2008_004738.jpg,Grad-CAM++,Object Detection,person,1
2008_004741.jpg,Grad-CAM++,Object Detection,cell phone,0
2008_004743.jpg,Grad-CAM++,Object Detection,person,1
2008_004744.jpg,Grad-CAM++,Object Detection,person,0
2008_004746.jpg,Grad-CAM++,Object Detection,bird,0
2008_004747.jpg,Grad-CAM++,Object Detection,bird,0
2008_004748.jpg,Grad-CAM++,Object Detection,person,0
2008_004751.jpg,Grad-CAM++,Object Detection,cat,0
2008_004753.jpg,Grad-CAM++,Object Detection,dog,0
2008_004755.jpg,Grad-CAM++,Object Detection,car,1
2008_004757.jpg,Grad-CAM++,Object Detection,tv,0
2008_004759.jpg,Grad-CAM++,Object Detection,motorcycle,0
2008_004761.jpg,Grad-CAM++,Object Detection,dog,0
2008_004762.jpg,Grad-CAM++,Object Detection,laptop,0
2008_004765.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004769.jpg,Grad-CAM++,Object Detection,motorcycle,0
2008_004772.jpg,Grad-CAM++,Object Detection,chair,0
2008_004773.jpg,Grad-CAM++,Object Detection,horse,0
2008_004775.jpg,Grad-CAM++,Object Detection,boat,1
2008_004779.jpg,Grad-CAM++,Object Detection,person,1
2008_004780.jpg,Grad-CAM++,Object Detection,dining table,0
2008_004782.jpg,Grad-CAM++,Object Detection,microwave,0
2008_004785.jpg,Grad-CAM++,Object Detection,bus,1
2008_004787.jpg,Grad-CAM++,Object Detection,person,0
2008_004788.jpg,Grad-CAM++,Object Detection,laptop,0
2008_004789.jpg,Grad-CAM++,Object Detection,cat,0
2008_004790.jpg,Grad-CAM++,Object Detection,dog,1
2008_004791.jpg,Grad-CAM++,Object Detection,dog,1
2008_004792.jpg,Grad-CAM++,Object Detection,car,0
2008_004793.jpg,Grad-CAM++,Object Detection,bird,0
2008_004796.jpg,Grad-CAM++,Object Detection,person,1
2008_004798.jpg,Grad-CAM++,Object Detection,bicycle,1
2008_004799.jpg,Grad-CAM++,Object Detection,person,0
2008_004800.jpg,Grad-CAM++,Object Detection,bird,1
2008_004801.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004803.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004806.jpg,Grad-CAM++,Object Detection,person,1
2008_004809.jpg,Grad-CAM++,Object Detection,chair,0
2008_004813.jpg,Grad-CAM++,Object Detection,dog,1
2008_004815.jpg,Grad-CAM++,Object Detection,boat,0
2008_004816.jpg,Grad-CAM++,Object Detection,person,1
2008_004817.jpg,Grad-CAM++,Object Detection,motorcycle,0
2008_004818.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004820.jpg,Grad-CAM++,Object Detection,boat,1
2008_004823.jpg,Grad-CAM++,Object Detection,bird,1
2008_004826.jpg,Grad-CAM++,Object Detection,dog,1
2008_004828.jpg,Grad-CAM++,Object Detection,bowl,0
2008_004829.jpg,Grad-CAM++,Object Detection,person,0
2008_004830.jpg,Grad-CAM++,Object Detection,laptop,0
2008_004831.jpg,Grad-CAM++,Object Detection,tv,0
2008_004835.jpg,Grad-CAM++,Object Detection,bird,0
2008_004836.jpg,Grad-CAM++,Object Detection,person,1
2008_004839.jpg,Grad-CAM++,Object Detection,dog,0
2008_004840.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004842.jpg,Grad-CAM++,Object Detection,truck,1
2008_004843.jpg,Grad-CAM++,Object Detection,train,1
2008_004846.jpg,Grad-CAM++,Object Detection,motorcycle,0
2008_004848.jpg,Grad-CAM++,Object Detection,bottle,0
2008_004853.jpg,Grad-CAM++,Object Detection,airplane,0
2008_004855.jpg,Grad-CAM++,Object Detection,cat,0
2008_004857.jpg,Grad-CAM++,Object Detection,person,1
2008_004859.jpg,Grad-CAM++,Object Detection,dog,1
2008_004860.jpg,Grad-CAM++,Object Detection,horse,1
2008_004861.jpg,Grad-CAM++,Object Detection,bicycle,0
2008_004863.jpg,Grad-CAM++,Object Detection,person,1
2008_004864.jpg,Grad-CAM++,Object Detection,person,0
2008_004865.jpg,Grad-CAM++,Object Detection,bird,1
2008_004867.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004870.jpg,Grad-CAM++,Object Detection,boat,1
2008_004871.jpg,Grad-CAM++,Object Detection,train,0
2008_004877.jpg,Grad-CAM++,Object Detection,boat,0
2008_004878.jpg,Grad-CAM++,Object Detection,motorcycle,1
2008_004879.jpg,Grad-CAM++,Object Detection,bottle,0
2008_004880.jpg,Grad-CAM++,Object Detection,cat,0
2008_004882.jpg,Grad-CAM++,Object Detection,bird,0
2008_004883.jpg,Grad-CAM++,Object Detection,tv,0
2008_004884.jpg,Grad-CAM++,Object Detection,mouse,0
2008_004886.jpg,Grad-CAM++,Object Detection,car,1
2008_004888.jpg,Grad-CAM++,Object Detection,bicycle,1
2008_004889.jpg,Grad-CAM++,Object Detection,person,0
2008_004890.jpg,Grad-CAM++,Object Detection,person,0
2008_004891.jpg,Grad-CAM++,Object Detection,cat,1
2008_004895.jpg,Grad-CAM++,Object Detection,person,1
2008_004897.jpg,Grad-CAM++,Object Detection,person,0
2008_004901.jpg,Grad-CAM++,Object Detection,motorcycle,0
2008_004902.jpg,Grad-CAM++,Object Detection,dog,1
2008_004905.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004906.jpg,Grad-CAM++,Object Detection,bus,1
2008_004909.jpg,Grad-CAM++,Object Detection,bench,0
2008_004912.jpg,Grad-CAM++,Object Detection,car,1
2008_004913.jpg,Grad-CAM++,Object Detection,horse,0
2008_004915.jpg,Grad-CAM++,Object Detection,train,1
2008_004916.jpg,Grad-CAM++,Object Detection,bear,1
2008_004918.jpg,Grad-CAM++,Object Detection,airplane,0
2008_004919.jpg,Grad-CAM++,Object Detection,bicycle,1
2008_004922.jpg,Grad-CAM++,Object Detection,horse,1
2008_004924.jpg,Grad-CAM++,Object Detection,person,0
2008_004925.jpg,Grad-CAM++,Object Detection,car,1
2008_004927.jpg,Grad-CAM++,Object Detection,person,1
2008_004928.jpg,Grad-CAM++,Object Detection,cat,0
2008_004929.jpg,Grad-CAM++,Object Detection,car,1
2008_004932.jpg,Grad-CAM++,Object Detection,chair,0
2008_004936.jpg,Grad-CAM++,Object Detection,bird,1
2008_004939.jpg,Grad-CAM++,Object Detection,person,0
2008_004941.jpg,Grad-CAM++,Object Detection,horse,0
2008_004943.jpg,Grad-CAM++,Object Detection,chair,0
2008_004944.jpg,Grad-CAM++,Object Detection,car,1
2008_004947.jpg,Grad-CAM++,Object Detection,person,0
2008_004949.jpg,Grad-CAM++,Object Detection,airplane,1
2008_004951.jpg,Grad-CAM++,Object Detection,cat,1
2008_004952.jpg,Grad-CAM++,Object Detection,person,0
2008_004953.jpg,Grad-CAM++,Object Detection,person,1
2008_004954.jpg,Grad-CAM++,Object Detection,person,0
2008_004956.jpg,Grad-CAM++,Object Detection,person,0
2008_004957.jpg,Grad-CAM++,Object Detection,person,0
2008_004958.jpg,Grad-CAM++,Object Detection,potted plant,0
2008_004959.jpg,Grad-CAM++,Object Detection,bird,1
2008_004960.jpg,Grad-CAM++,Object Detection,person,1
2008_004962.jpg,Grad-CAM++,Object Detection,person,0
2008_004963.jpg,Grad-CAM++,Object Detection,dog,1
2008_004971.jpg,Grad-CAM++,Object Detection,tv,0
2008_004972.jpg,Grad-CAM++,Object Detection,chair,1
2008_004978.jpg,Grad-CAM++,Object Detection,dog,1
2008_004980.jpg,Grad-CAM++,Object Detection,cat,1
2008_004988.jpg,Grad-CAM++,Object Detection,person,0
2008_004989.jpg,Grad-CAM++,Object Detection,motorcycle,1
2008_004992.jpg,Grad-CAM++,Object Detection,airplane,0
2008_004993.jpg,Grad-CAM++,Object Detection,chair,1
2008_004994.jpg,Grad-CAM++,Object Detection,couch,1
2008_004996.jpg,Grad-CAM++,Object Detection,car,0
2008_004997.jpg,Grad-CAM++,Object Detection,cat,0
2008_004999.jpg,Grad-CAM++,Object Detection,cat,0
2008_005002.jpg,Grad-CAM++,Object Detection,bicycle,1
2008_005004.jpg,Grad-CAM++,Object Detection,chair,1
2008_005005.jpg,Grad-CAM++,Object Detection,car,0
2008_005007.jpg,Grad-CAM++,Object Detection,cat,1
2008_005011.jpg,Grad-CAM++,Object Detection,cow,1
2008_005012.jpg,Grad-CAM++,Object Detection,bird,0
2008_005014.jpg,Grad-CAM++,Object Detection,person,0
2008_005017.jpg,Grad-CAM++,Object Detection,dog,0
2008_005018.jpg,Grad-CAM++,Object Detection,dog,1
2008_005019.jpg,Grad-CAM++,Object Detection,person,1
2008_005020.jpg,Grad-CAM++,Object Detection,car,0
2008_005022.jpg,Grad-CAM++,Object Detection,boat,1
2008_005024.jpg,Grad-CAM++,Object Detection,cat,1
2008_005025.jpg,Grad-CAM++,Object Detection,dog,1
2008_005026.jpg,Grad-CAM++,Object Detection,car,0
2008_005027.jpg,Grad-CAM++,Object Detection,person,0
2008_005028.jpg,Grad-CAM++,Object Detection,person,0
2008_005029.jpg,Grad-CAM++,Object Detection,bird,1
2008_005031.jpg,Grad-CAM++,Object Detection,motorcycle,0
2008_005034.jpg,Grad-CAM++,Object Detection,airplane,0
2008_005038.jpg,Grad-CAM++,Object Detection,bicycle,0
2008_005039.jpg,Grad-CAM++,Object Detection,person,1
2008_005041.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005044.jpg,Grad-CAM++,Object Detection,person,0
2008_005047.jpg,Grad-CAM++,Object Detection,bird,0
2008_005048.jpg,Grad-CAM++,Object Detection,person,1
2008_005050.jpg,Grad-CAM++,Object Detection,person,0
2008_005053.jpg,Grad-CAM++,Object Detection,mouse,0
2008_005056.jpg,Grad-CAM++,Object Detection,person,0
2008_005058.jpg,Grad-CAM++,Object Detection,train,0
2008_005059.jpg,Grad-CAM++,Object Detection,cow,1
2008_005060.jpg,Grad-CAM++,Object Detection,sheep,0
2008_005062.jpg,Grad-CAM++,Object Detection,person,0
2008_005067.jpg,Grad-CAM++,Object Detection,person,0
2008_005069.jpg,Grad-CAM++,Object Detection,boat,1
2008_005073.jpg,Grad-CAM++,Object Detection,motorcycle,1
2008_005075.jpg,Grad-CAM++,Object Detection,person,0
2008_005076.jpg,Grad-CAM++,Object Detection,cat,1
2008_005077.jpg,Grad-CAM++,Object Detection,dog,1
2008_005083.jpg,Grad-CAM++,Object Detection,person,0
2008_005086.jpg,Grad-CAM++,Object Detection,tv,0
2008_005091.jpg,Grad-CAM++,Object Detection,horse,1
2008_005093.jpg,Grad-CAM++,Object Detection,bird,1
2008_005095.jpg,Grad-CAM++,Object Detection,car,0
2008_005099.jpg,Grad-CAM++,Object Detection,cat,0
2008_005100.jpg,Grad-CAM++,Object Detection,bird,0
2008_005102.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005103.jpg,Grad-CAM++,Object Detection,refrigerator,0
2008_005104.jpg,Grad-CAM++,Object Detection,person,0
2008_005106.jpg,Grad-CAM++,Object Detection,chair,1
2008_005112.jpg,Grad-CAM++,Object Detection,person,0
2008_005113.jpg,Grad-CAM++,Object Detection,horse,1
2008_005116.jpg,Grad-CAM++,Object Detection,dog,1
2008_005118.jpg,Grad-CAM++,Object Detection,cup,0
2008_005119.jpg,Grad-CAM++,Object Detection,chair,0
2008_005120.jpg,Grad-CAM++,Object Detection,bird,1
2008_005121.jpg,Grad-CAM++,Object Detection,person,1
2008_005122.jpg,Grad-CAM++,Object Detection,dog,1
2008_005124.jpg,Grad-CAM++,Object Detection,horse,1
2008_005125.jpg,Grad-CAM++,Object Detection,chair,0
2008_005126.jpg,Grad-CAM++,Object Detection,truck,1
2008_005128.jpg,Grad-CAM++,Object Detection,train,0
2008_005129.jpg,Grad-CAM++,Object Detection,tv,0
2008_005130.jpg,Grad-CAM++,Object Detection,dog,0
2008_005131.jpg,Grad-CAM++,Object Detection,cat,0
2008_005135.jpg,Grad-CAM++,Object Detection,car,0
2008_005138.jpg,Grad-CAM++,Object Detection,bird,1
2008_005141.jpg,Grad-CAM++,Object Detection,dog,0
2008_005142.jpg,Grad-CAM++,Object Detection,truck,1
2008_005143.jpg,Grad-CAM++,Object Detection,cat,1
2008_005144.jpg,Grad-CAM++,Object Detection,person,1
2008_005148.jpg,Grad-CAM++,Object Detection,person,1
2008_005149.jpg,Grad-CAM++,Object Detection,chair,1
2008_005152.jpg,Grad-CAM++,Object Detection,boat,0
2008_005153.jpg,Grad-CAM++,Object Detection,bottle,0
2008_005154.jpg,Grad-CAM++,Object Detection,person,1
2008_005155.jpg,Grad-CAM++,Object Detection,car,0
2008_005157.jpg,Grad-CAM++,Object Detection,dog,1
2008_005161.jpg,Grad-CAM++,Object Detection,sheep,0
2008_005162.jpg,Grad-CAM++,Object Detection,sheep,0
2008_005163.jpg,Grad-CAM++,Object Detection,horse,0
2008_005164.jpg,Grad-CAM++,Object Detection,bicycle,0
2008_005165.jpg,Grad-CAM++,Object Detection,horse,1
2008_005169.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005170.jpg,Grad-CAM++,Object Detection,boat,1
2008_005173.jpg,Grad-CAM++,Object Detection,dog,1
2008_005176.jpg,Grad-CAM++,Object Detection,chair,1
2008_005177.jpg,Grad-CAM++,Object Detection,horse,0
2008_005179.jpg,Grad-CAM++,Object Detection,person,0
2008_005180.jpg,Grad-CAM++,Object Detection,dog,0
2008_005184.jpg,Grad-CAM++,Object Detection,person,0
2008_005188.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005189.jpg,Grad-CAM++,Object Detection,person,1
2008_005192.jpg,Grad-CAM++,Object Detection,dog,1
2008_005195.jpg,Grad-CAM++,Object Detection,chair,0
2008_005198.jpg,Grad-CAM++,Object Detection,potted plant,1
2008_005199.jpg,Grad-CAM++,Object Detection,chair,0
2008_005200.jpg,Grad-CAM++,Object Detection,car,0
2008_005202.jpg,Grad-CAM++,Object Detection,train,0
2008_005203.jpg,Grad-CAM++,Object Detection,bird,1
2008_005206.jpg,Grad-CAM++,Object Detection,dog,1
2008_005207.jpg,Grad-CAM++,Object Detection,dog,0
2008_005210.jpg,Grad-CAM++,Object Detection,bird,0
2008_005211.jpg,Grad-CAM++,Object Detection,person,0
2008_005212.jpg,Grad-CAM++,Object Detection,person,0
2008_005219.jpg,Grad-CAM++,Object Detection,car,1
2008_005222.jpg,Grad-CAM++,Object Detection,remote,0
2008_005223.jpg,Grad-CAM++,Object Detection,dog,1
2008_005224.jpg,Grad-CAM++,Object Detection,bus,1
2008_005225.jpg,Grad-CAM++,Object Detection,person,0
2008_005226.jpg,Grad-CAM++,Object Detection,truck,1
2008_005227.jpg,Grad-CAM++,Object Detection,bird,1
2008_005228.jpg,Grad-CAM++,Object Detection,person,0
2008_005229.jpg,Grad-CAM++,Object Detection,cat,1
2008_005232.jpg,Grad-CAM++,Object Detection,bear,0
2008_005237.jpg,Grad-CAM++,Object Detection,person,0
2008_005238.jpg,Grad-CAM++,Object Detection,fire hydrant,0
2008_005239.jpg,Grad-CAM++,Object Detection,person,0
2008_005241.jpg,Grad-CAM++,Object Detection,cow,1
2008_005249.jpg,Grad-CAM++,Object Detection,cat,1
2008_005256.jpg,Grad-CAM++,Object Detection,bird,0
2008_005258.jpg,Grad-CAM++,Object Detection,dining table,1
2008_005259.jpg,Grad-CAM++,Object Detection,truck,1
2008_005263.jpg,Grad-CAM++,Object Detection,dog,1
2008_005264.jpg,Grad-CAM++,Object Detection,cow,0
2008_005265.jpg,Grad-CAM++,Object Detection,chair,0
2008_005267.jpg,Grad-CAM++,Object Detection,cup,0
2008_005268.jpg,Grad-CAM++,Object Detection,sheep,0
2008_005273.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005274.jpg,Grad-CAM++,Object Detection,person,1
2008_005275.jpg,Grad-CAM++,Object Detection,dog,1
2008_005278.jpg,Grad-CAM++,Object Detection,car,0
2008_005280.jpg,Grad-CAM++,Object Detection,cat,1
2008_005284.jpg,Grad-CAM++,Object Detection,person,1
2008_005285.jpg,Grad-CAM++,Object Detection,cat,1
2008_005286.jpg,Grad-CAM++,Object Detection,dog,1
2008_005287.jpg,Grad-CAM++,Object Detection,bus,1
2008_005289.jpg,Grad-CAM++,Object Detection,motorcycle,1
2008_005290.jpg,Grad-CAM++,Object Detection,cat,1
2008_005292.jpg,Grad-CAM++,Object Detection,person,0
2008_005298.jpg,Grad-CAM++,Object Detection,person,0
2008_005299.jpg,Grad-CAM++,Object Detection,motorcycle,0
2008_005301.jpg,Grad-CAM++,Object Detection,cat,1
2008_005302.jpg,Grad-CAM++,Object Detection,horse,0
2008_005305.jpg,Grad-CAM++,Object Detection,cat,1
2008_005306.jpg,Grad-CAM++,Object Detection,person,0
2008_005307.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005308.jpg,Grad-CAM++,Object Detection,sheep,0
2008_005311.jpg,Grad-CAM++,Object Detection,person,0
2008_005312.jpg,Grad-CAM++,Object Detection,cup,0
2008_005314.jpg,Grad-CAM++,Object Detection,chair,0
2008_005317.jpg,Grad-CAM++,Object Detection,motorcycle,1
2008_005318.jpg,Grad-CAM++,Object Detection,tv,0
2008_005320.jpg,Grad-CAM++,Object Detection,train,0
2008_005322.jpg,Grad-CAM++,Object Detection,person,0
2008_005326.jpg,Grad-CAM++,Object Detection,bird,1
2008_005328.jpg,Grad-CAM++,Object Detection,cat,1
2008_005330.jpg,Grad-CAM++,Object Detection,truck,0
2008_005332.jpg,Grad-CAM++,Object Detection,cat,1
2008_005334.jpg,Grad-CAM++,Object Detection,bus,1
2008_005339.jpg,Grad-CAM++,Object Detection,bird,1
2008_005340.jpg,Grad-CAM++,Object Detection,cat,0
2008_005341.jpg,Grad-CAM++,Object Detection,horse,0
2008_005343.jpg,Grad-CAM++,Object Detection,cat,1
2008_005344.jpg,Grad-CAM++,Object Detection,bird,1
2008_005351.jpg,Grad-CAM++,Object Detection,dog,1
2008_005352.jpg,Grad-CAM++,Object Detection,car,1
2008_005353.jpg,Grad-CAM++,Object Detection,airplane,0
2008_005355.jpg,Grad-CAM++,Object Detection,car,0
2008_005358.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005364.jpg,Grad-CAM++,Object Detection,horse,1
2008_005366.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005368.jpg,Grad-CAM++,Object Detection,person,0
2008_005370.jpg,Grad-CAM++,Object Detection,person,0
2008_005371.jpg,Grad-CAM++,Object Detection,dog,1
2008_005372.jpg,Grad-CAM++,Object Detection,potted plant,1
2008_005377.jpg,Grad-CAM++,Object Detection,cat,1
2008_005381.jpg,Grad-CAM++,Object Detection,dog,1
2008_005383.jpg,Grad-CAM++,Object Detection,bird,1
2008_005384.jpg,Grad-CAM++,Object Detection,cat,0
2008_005385.jpg,Grad-CAM++,Object Detection,airplane,1
2008_005387.jpg,Grad-CAM++,Object Detection,person,0
2008_005388.jpg,Grad-CAM++,Object Detection,horse,1
2008_005390.jpg,Grad-CAM++,Object Detection,cat,0
2008_005391.jpg,Grad-CAM++,Object Detection,potted plant,0
2008_005392.jpg,Grad-CAM++,Object Detection,truck,0
2008_005394.jpg,Grad-CAM++,Object Detection,chair,0
2008_005397.jpg,Grad-CAM++,Object Detection,vase,0
2008_005401.jpg,Grad-CAM++,Object Detection,boat,0
2008_005402.jpg,Grad-CAM++,Object Detection,person,0
2008_005403.jpg,Grad-CAM++,Object Detection,person,0
2008_005407.jpg,Grad-CAM++,Object Detection,train,0
2008_005409.jpg,Grad-CAM++,Object Detection,dog,1
2008_005410.jpg,Grad-CAM++,Object Detection,person,0
2008_005411.jpg,Grad-CAM++,Object Detection,person,0
2008_005413.jpg,Grad-CAM++,Object Detection,boat,0
2008_005416.jpg,Grad-CAM++,Object Detection,person,0
2008_005418.jpg,Grad-CAM++,Object Detection,person,0
2008_005419.jpg,Grad-CAM++,Object Detection,truck,1
2008_005424.jpg,Grad-CAM++,Object Detection,truck,0
2008_005425.jpg,Grad-CAM++,Object Detection,bear,0
